Product_Id P,Name P,Description P,Category P,Unit_Of_Measure P,Units_Per_Carton P,Initial_Purchase_Price,Default_Store P,Opening_Balance P,Action
bf87622f,قطعه يو اس بي مجوز ابيض فورا,,فورا,قطعة,,190,,,
d428b3f7,ضاغط جرس ابيض فورا,,فورا,قطعة,,22.8,,,
0173dc74,مفتاح 2 فاز 20 امبير ابيض فورا,,فورا,قطعة,,110,,,
9498a596,بريزه تليفون 4 طرف ابيض فورا,,فورا,قطعة,,47,,,
13bd1eba,بريزه نت 8 طرف ابيض فورا,,فورا,قطعة,,67,,,
9307dc5f,مفتاح بلمبه ابيض فورا,,فورا,قطعة,,31,,,
1eb7daea,مفتاح دفاتير ابيض فورا,,فورا,قطعة,,31,,,
5b0d80b6,طواري عريضه ابيض فورا,,فورا,قطعة,,380,,,
f8f41137,بريزه ام كي ابيض فورا,,فورا,قطعة,,58,,,
4333fd26,بريزه قوه ابيض فورا,,فورا,قطعة,,48,,,
1735fe62,دايمر مروحه ابيض فورا,,فورا,قطعة,,145,,,
6530c337,قطعه طواري مفرد فورا,,فورا,قطعة,,210,,,
1f580087,علبه حجر ريموت افري داي,,حجر ريموت,قطعة,,77.5,,,
3fc4ded9,رسيفرسفن ستار,,رسيفر,قطعة,,490,,,
3725c616,عدسه 2 مخرج,,عدسات,قطعة,,88,,,
f70934cd,عدسه 1 مخرج,,عدسات,قطعة,,138,,,
65ff3c6c,شاحن سخان,,شاحن سخان,قطعة,,34,,,
8568a31a,انتر كم 2 خط,,انتر كم,قطعة,,680,,,
16be53e3,انتر كم 4 خط,,انتر كم,قطعة,,1100,,,
10fc2d00,وش واتر بروف فينوس,,فينوس,قطعة,,105,,,
f50ecc26,جهاز حمايه فينسيا,,جهاز حمايه,قطعة,,290,,,
fd6686a7,جهاز حمايه 3 فاز فينسيا,,جهاز حمايه,قطعة,,745,,,
4b7f4e1d,مثبت كيلو ونص توشيبا,,مثبت طيار,قطعة,,2700,,,
4559e9b0,وناسه فينوس,,فينوس,قطعة,,170,,,
4d376224,بريزه تليفون فينوس,,فينوس,قطعة,,47,,,
d4714556,مفتاح فينوس 2 وجه,,فينوس,قطعة,,21,,,
deb1b925,مفتاح مروحه فينوس,,فينوس,قطعة,,280,,,
27830461,بريزه فينوس,,فينوس,قطعة,,22,,,
80d31e54,بريزه يو اس بي فينوس,,فينوس,قطعة,,240,,,
2252a5ae,حساس حركه فينوس,,فينوس,قطعة,,270,,,
838012ae,قطعه دش  اسود معدل فورا,,فورا,قطعة,,7,,,
752eef6b,سكينه قلاب الفاروق,,سكينه,قطعة,,210,,,
3150e81e,زنان الفاروق,,الفاروق,قطعة,,85,,,
69481a5d,بريزه قوه ارضي فينوس,,فينوس,قطعة,,60,,,
d6dac539,سكينه قلاب فورا,,سكينه,قطعة,,570,,,
297f3f43,مفتاح 3. 125 فورا,,مفتاح خط,قطعة,,1800,,,
9614d6c0,سكينه قلاب فورا,,فورا,قطعة,,560,,,
ad960783,مفتاح 2.100 فورا,,مفتاح خط,قطعة,,460,,,
ae757b4b,قطعه طواري ابيض فينوس,,فينوس,قطعة,,170,,,
61ef29cc,وصله بروفايل شفاف,,وصله,قطعة,,6,,,
b067ebc4,ديجاتوري ابيض فورا,,فورا,قطعة,,47,,,
11db352b,قطعه دش ابيض معدل فورا,,فورا,قطعة,,7,,,
0b164e86,كلوب عين بقره كبير الوسام,,كلوب عين بقره,قطعة,,42,,,
d7f26e4b,كلوب عين بقره ليد صغير الوسام,,كلوب عين بقره,قطعة,,32,,,
3aead998,بواط صاعد20. 15بلاستيك,,بواط,قطعة,,22,,,
60091709,مكنه سلم فورا,,مكنه سلم,قطعة,,730,,,
d80b91c3,جهاز 3 فاز فورا,,جهاز حمايه,قطعة,,1900,,,
69c7e9d5,جهاز تسريب ارضي 3 فاز فورا,,تسريب ارضي,قطعة,,580,,,
b7df371b,ريموت,,ريموت,قطعة,,210,,,
0aba9fc4,مفتاح علي علبه ماجيك اكسبريس,,اكسبريس,قطعة,,40,,,
aa3e03bc,مفتاح ثلاثي,,مفتاح ثلاثي,قطعة,,230,,,
a6c9c263,مفتاح ثلاثي ثاث,,مفتاح ثلاثي,قطعة,,210,,,
030b9b39,ترنز 200 وات ليد,,ترنز ليد,قطعة,,140,,,
7da0ac0d,مفتاح احادي 80 فينوس,,فينوس,قطعة,,170,,,
9939aa43,مفتاح 250 بيتا,,مفتاح خط,قطعة,,2460,,,
3a811353,مفتاح 250 فورا,,مفتاح خط,قطعة,,2250,,,
a96a66ec,لمبه كاسه 7 وات فورا,,لمبات,قطعة,,52,,,
b0db859b,بريزه ام كي اسود فورا,,فورا,قطعة,,58,,,
101f5d58,بريزه قوه اسود فورا,,فورا,قطعة,,48,,,
3a6ea396,بريزه يو اس بي اسود فورا,,فورا,قطعة,,58,,,
7ab4e5b7,دايمر مروحه اسود,,فورا,قطعة,,180,,,
cb6fdda2,مفتاح تكييف عريض شارلي,,شارلي,قطعة,,85,,,
0c8acc46,مفتاح استنج هاوس براميدز,,مفتاح خط,قطعة,,1000,,,
8ab68abe,مفتاح 100 استنج هاوس براميدز,,مفتاح خط,قطعة,,110,,,
dbe3ca71,مفتاح مجوز اسود فورا,,فورا,قطعة,,48,,,
45498043,مفتاح بلمبه اسود فورا,,فورا,قطعة,,31,,,
e31a7e99,ضاغط جرس اسود فورا,,فورا,قطعة,,23.5,,,
e5fedce3,رزته 10 مللي,,رزته,قطعة,,8.5,,,
bd795add,رزته 16 مللي,,رزته,قطعة,,90,,,
c4355d32,بريزه تليفون 4 طرف اسود فورا,,فورا,قطعة,,47,,,
bf8be0c5,سكينه 3.63 مينا,,سكينه,قطعة,,480,,,
860b2806,مفتاح خارج بتشينو,,مفتاح خارج,قطعة,,160,,,
a471966a,مفتاح داخل بتشينو,,مفتاح داخل,قطعة,,160,,,
b4939c59,بريزه تليفون 2 طرف اسود فورا,,فورا,قطعة,,48,,,
7b4ee195,بريزه كومبيوتر 8 طرف اسود فورا,,فورا,قطعة,,68,,,
92463824,دفاتير اسود فورا,,فورا,قطعة,,31,,,
681059f0,قطعه دش اسود فورا,,فورا,قطعة,,7,,,
2feba638,مفتاح خط بتشينو 32,,مفتاح خط,قطعة,,88.5,,,
fe10d946,مفتاح خط 25 بتشينو,,مفتاح خط,قطعة,,88.5,,,
c07f8321,فيشه نتايه 4 بول بيرو,,فيشه,قطعة,,37,,,
8ab427e2,لمبه اشاره,,لمبات,قطعة,,38,,,
221c46d8,قطعه دش اوشين,,اوشين,قطعة,,7,,,
e502bc6d,اسبوط عز العرب,,اسبوط,قطعة,,320,,,
f0284980,وش الفاروق,,الفاروق,قطعة,,8,,,
4f61a49d,زنان عريض اوشين,,اوشين,قطعة,,210,,,
ce4567f5,شوال كب عادي,,شوال كب,قطعة,,260,,,
2d8dba42,قطعه دش معدل اوشين,,اوشين,قطعة,,7,,,
824bbb4a,لمبه 33 سم ازاز,,لمبه ٣٣ سم,قطعة,,18,,,
79fc8573,قطعه فوليم مروحه اوشين,,اوشين,قطعة,,140,,,
15b0e045,ضاغط عريض اوشين,,اوشين,قطعة,,28,,,
c34aa474,لوحه 18 خط جامبو بيتا,,لوحات,قطعة,,1800,,,
4b0f6540,لوحه 24 خط بلعداد بيتا,,لوحات,قطعة,,1490,,,
74d631ec,لوحه 18 خط بلعداد بيتا,,لوحات,قطعة,,1290,,,
2232cca5,لوحه 36 خط بلعمومي بيتا,,لوحات,قطعة,,1960,,,
65e5922c,لوحه 12 خط بلعداد بيتا,,لوحات,قطعة,,1210,,,
24a3e069,مفتاح سخان 32 اوشين,,اوشين,قطعة,,110,,,
bd9275aa,وناسه اوشين,,اوشين,قطعة,,160,,,
07bbdad5,لوحه 12 خط بلعمومي سويدي,,لوحات,قطعة,,1210,,,
60268727,لوحه 24 خط بلعمومي جامبو,,لوحات,قطعة,,1850,,,
2f103daa,مفتاح مجوز اوشين,,اوشين,قطعة,,47,,,
63aaf98f,يو اس بي اوشين,,اوشين,قطعة,,180,,,
936ecaf3,كشاف 150 وات كف شوارع السويدي,,كشاف,قطعة,,950,,,
e01c5365,قطعه تليفون اوشين,,اوشين,قطعة,,47,,,
da347a58,قطعه دفاتير اوشين,,اوشين,قطعة,,28,,,
d80e5a45,لوحه 24 خط جولد,,لوحات,قطعة,,960,,,
664d83c1,لوحه اتصالات فايف جي,,لوحه اتصالات,قطعة,,775,,,
5fa7c161,حساس حركه اوشين,,اوشين,قطعة,,210,,,
f86794b9,لوحه 18 خط بلعمومي بيتا,,لوحات,قطعة,,1290,,,
6745d73f,كشاف طواري اوشين,,اوشين,قطعة,,190,,,
7bf18578,بكره بروفايل gmw,,بكره بروفايل,قطعة,,165,,,
ed244113,ديجاتوري اوشين,,اوشين,قطعة,,47,,,
307a9bfb,قطعه نت اوشين,,اوشين,قطعة,,58,,,
5ab02af9,لوحه 12 خط بلعمومي بيتا,,لوحات,قطعة,,1210,,,
2c9b662b,لوحه 24 خط سيجا ام,,لوحات,قطعة,,980,,,
d96828ac,لوحه عداد 3 فاز سيجا ام,,لوحات,قطعة,,740,,,
cac4920d,لوحه 2 فاز بلخطوط سيجا ام,,لوحات,قطعة,,540,,,
01918cbf,لوحه 24 خط بلعمومي بيتا,,لوحات,قطعة,,1460,,,
7f13697c,نيو بانل جولدن هورس,,اسبوط,قطعة,,100,,,
e2ccce17,كوره سور 15 سنتي,,كوره اناره,قطعة,,20,,,
b0cf4633,لوحه عداد 2 فاز سيجا ام,,لوحات,قطعة,,540,,,
060d88fe,لوحه 18 خط راسي سيجا ام,,لوحات,قطعة,,880,,,
00c9a280,لوحه 36 خط راسي سيجا ام,,لوحات,قطعة,,1800,,,
77cb94c1,لوحه 12 خط سيجا ام,,لوحات,قطعة,,810,,,
82986e4f,لوحه 24 خط راسي سيجا ام,,لوحات,قطعة,,840,,,
de15f186,لوحه 12 خط فينوس,,لوحات,قطعة,,490,,,
97c71dcf,لوحه 24 خط بلعمومي جولدن هورس,,لوحات,قطعة,,960,,,
0f73eae7,لوحه اسمارت 24 خط بلعمومي,,لوحات,قطعة,,960,,,
dc135e5a,لوحه 36 خط بلعمومي اسمارت,,لوحات,قطعة,,1800,,,
77fbe21c,لوحه 24 خط بلعمومي اسمارت,,لوحات,قطعة,,880,,,
a6c3c221,لوحه 18 خط بلعمومي اسمارت,,لوحات,قطعة,,840,,,
5086dad7,لوحه 12 خط بلعمومي اسمارت,,لوحات,قطعة,,790,,,
6c07fd9a,لوحه اتصالات اسمارت,,لوحات,قطعة,,775,,,
bbe76dd2,غطا غساله,,غطا غساله,قطعة,,38,,,
6cc98cf8,مفتاح بلمبه وانج بانج,,وانج بانج,قطعة,,35,,,
1dc758aa,ضاغط جرس وانج بانج,,وانج بانج,قطعة,,35,,,
f6fbb687,لفه سلك 4 مللي الدكتور,,سلك الدكتور,قطعة,,3010,,,
74c67543,كوسه 70 مللي المونيوم,,كوسه المونيوم,قطعة,,20,,,
587e823a,كوسه 16 مللي المونيوم,,كوسه المونيوم,قطعة,,7,,,
13bf723a,كوسه 25 مللي المونيوم,,كوسه المونيوم,قطعة,,12,,,
76392a70,كوسه 70 مللي نحاس,,كوسه نحاس,قطعة,,45,,,
df431fd7,كوسه 50 مللي نحاس,,كوسه نحاس,قطعة,,40,,,
48c8f53c,كوسه 35 مللي نحاس,,كوسه نحاس,قطعة,,35,,,
86cab7fb,كوسه 95 مللي نحاس,,كوسه نحاس,قطعة,,65,,,
76f19ce0,كوسه 240 مللي نحاس,,كوسه نحاس,قطعة,,135,,,
a34e3687,كوسه 300 مللي نحاس,,كوسه نحاس,قطعة,,150,,,
0ceebbdd,كوسه 85 مللي نحاس,,كوسه نحاس,قطعة,,55,,,
8f7fcc8b,كوسه 120 مللي نحاس,,كوسه نحاس,قطعة,,75,,,
d9c9f1a6,كوسه 16 مللي نحاس,,كوسه نحاس,قطعة,,18,,,
f6adab05,كوسه 25 مللي نحاس,,كوسه نحاس,قطعة,,45,,,
28ee0648,لوحه تحكم 30. 40 بلاستيك,,لوحات,قطعة,,440,,,
d9cc2ca0,لوحه تحكم 30. 50 بلاستيك,,لوحات,قطعة,,640,,,
ff6575b2,لوحه تحكم70. 60 بلاستيك,,لوحات,قطعة,,900,,,
c144ef38,لوحه 36 خط بلعمومي بلاستيك,,لوحات,قطعة,,880,,,
06ccd1e6,بواط صاج 20.20,,بواط,قطعة,,90,,,
46ba78d3,لوحه 4 عداد الدكتور,,لوحات,قطعة,,195,,,
7bd41b3c,لوحه 3 عداد الدكتور,,لوحات,قطعة,,195,,,
2f3647bb,لوحه 6 عداد الدكتور,,لوحات,قطعة,,265,,,
8e9c5def,بواط 30.60 باب,,بواط صاج اسمارت,قطعة,,360,,,
189245c4,بواط 30.60 باب عاده,,بواط صاج اسمارت,قطعة,,340,,,
4599fd4e,لوحه 6 عداد اسمارت,,لوحات,قطعة,,650,,,
c97bfc2b,لوحه 3 عداد اسمارت,,لوحات,قطعة,,395,,,
8c25a14c,لوحه 4 عداد اسمارت,,لوحات,قطعة,,520,,,
d1cb6234,لوحه 2 عداد اسمارت,,لوحات,قطعة,,285,,,
f5cb0016,بواط 30.30 عاده,,بواط صاج اسمارت,قطعة,,135,,,
86693192,بواط 30.40 عاده,,بواط صاج اسمارت,قطعة,,165,,,
84bb79a8,بواط 30.40 عاده,,بواط صاج اسمارت,قطعة,,165,,,
2ccd967f,م + ب فينوس,,فينوس,قطعة,,17,,,
0992b6cc,ترنز اسبوط,,ترنز اسبوط,قطعة,,4,,,
eadece44,اسبوط 3+3 براميدز,,اسبوط,قطعة,,20,,,
24f483e9,اسبوط اكلارك 6+6,,اسبوط,قطعة,,13,,,
13b58d15,كيس فيشر 6 مللي,,فيشر,قطعة,,30,,,
4cfdb3a8,دوايه الكتروني مفرد,,دوايه الكتروني,قطعة,,15,,,
5d98ae21,لمبه 9 وات شعبي وررم,,لمبات,قطعة,,7.9,,,
accbf84e,طقم دوايه ليد,,دوايه ليد,قطعة,,7.5,,,
544e4b52,اسبوط 3 وات الفاروق,,اسبوط,قطعة,,15,,,
a50986f9,بلوفنيرا 10 +10,,بلوفنيرا,قطعة,,18,,,
e12d7b53,اسبوط زجاجي,,اسبوط,قطعة,,25,,,
2108f85b,شاسيه اسبوط متحرك معدن,,شاسيه اسبوط,قطعة,,25,,,
41aaf602,وصله حراره تليفون,,وصله,قطعة,,3,,,
2b1e8316,دوايه بكتوني مسمار,,دوايه بكتوني,قطعة,,5,,,
a7f65a4c,شاحن رسيفر,,شاحن رسيفر,قطعة,,34,,,
c35d77e3,كابل كومبيوتر,,كابلات,قطعة,,21.5,,,
533d0177,وصله 3.1,,وصله,قطعة,,12,,,
861c5b78,وصله مسجل سوداء,,وصله,قطعة,,14,,,
3590590b,وصله ميكس,,وصله,قطعة,,9,,,
a3261d28,وصله 2.1,,وصله,قطعة,,9,,,
c440e1e2,ماسوره ٢٥ مللي ٢٥ يناير,,بيت هندسي,قطعة,,28,,,
fae3cbac,ماسوره ١٦ مللي ٢٥ يناير,,بيت هندسي,قطعة,,27,,,
ea19a4ff,ماسوره ٢٠ مللي ٢٥ يناير,,بيت هندسي,قطعة,,29,,,
e7e241af,ماسوره ٥٠ مللي ٢٥ يناير,,بيت هندسي,قطعة,,85,,,
5f3b1f47,ماسوره ٤٠ مللي ٢٥ يناير,,بيت هندسي,قطعة,,75,,,
b588bd9d,ماسوره ٢٥ مللي م. م,,بيت هندسي,قطعة,,38,,,
98458b21,ماسوره ٢٠ مللي م. م,,بيت هندسي,قطعة,,35,,,
1c5e27fd,عود ضج ٢.٦,,عود ضج,قطعة,,35,,,
4c18b117,عود ضج ٢.٤,,عود ضج,قطعة,,23,,,
00385f5a,عود ضج2. 2.5,,عود ضج,قطعة,,23,,,
102fbba5,مسطره تراك ١ متر ابيض,,مسطره تراك,قطعة,,35,,,
b31bec0d,مفتاح 100 فورا,,مفتاح خط,قطعة,,1345,,,
b517b7c2,لوحه 2 عداد الدكتور,,لوحات,قطعة,,285,,,
e608b7e4,لوحه 12خط بلعمومي اسمارت,,لوحات,قطعة,,700,,,
c394de14,وصله 3 حركه,,وصله,قطعة,,28,,,
810251d6,وصله واير ليس,,وصله,قطعة,,12,,,
554ed682,مفتاح تكييف ميجا,,ميجا,قطعة,,85,,,
84492c10,وش باطار فورا,,فورا,قطعة,,14.35,,,
52a867de,سداده ابيض فورا,,فورا,قطعة,,2.3,,,
2cb11257,شاسيه فورا,,فورا,قطعة,,7.7,,,
b10dd84d,مفتاح فوليم مروحه إيطالي,,اطالي,قطعة,,86,,,
5b0bca2e,دايره ريموت 6 خط,,دايره ريموت,قطعة,,185,,,
3fcb4bb4,مفتاح تكييف 45 فورا,,فورا,قطعة,,145,,,
3903b496,زنان فورا,,فورا,قطعة,,130,,,
b58d4f80,جديد,,دوايه ليزر,قطعة,,1,,,
6fcb21e1,لمبه 45 وات كرستال سهلا,,لمبات,قطعة,,36,,,
73443bce,لمبه 35 وات الترا,,لمبات,قطعة,,55,,,
26c6420d,لمبه 9 وات الترا,,لمبات,قطعة,,18,,,
a6a7841b,لمبه 45 وات الترا,,لمبات,قطعة,,60,,,
e979a320,لمبه 18 وات الترا,,لمبات,قطعة,,37,,,
8a8634c7,لمبه كاسه اليوس,,لمبات,قطعة,,55,,,
f09ad21f,باكو شريط لحام صغير,,باكو شريط لحام,قطعة,,68.5,,,
cf74f7da,لزق بروفايل,,لزق بروفايل,قطعة,,86,,,
c8122818,ترنز 300 وات ليد,,ترنز ليد,قطعة,,210,,,
17ec1f26,بواط واتر بروف 10.10,,بواط واتر بروف,قطعة,,8,,,
ab326c8b,بواط واتر بروف 10.15,,بواط واتر بروف,قطعة,,16,,,
e8e5678d,بواط واتر بروف 14.19,,بواط واتر بروف,قطعة,,37,,,
ba98ade7,صاعد 30.30 صاج,,صاعد صاج,قطعة,,145,,,
229fe99b,مفتاح بلبريزه اليوس,,اليوس,قطعة,,19,,,
1377e2de,مفتاح خط 16 فورا,,فورا,قطعة,,55,,,
3d149a0a,لفه سلك 3 مللي فيتنام,,سلك فيتنام,قطعة,,1350,,,
cd06c8f6,لفه سلك 4 مللي فيتنام,,سلك فيتنام,قطعة,,1700,,,
492c1b0e,بواط 10.15 م م.م,,بواط,قطعة,,10,,,
04e3cb54,اسبوط 36 وات خارج ابيض الترا,,اسبوط,قطعة,,125,,,
8d4a42d1,دوايه قلاوظ اسود براميدز,,دوايه قلاوظ,قطعة,,4,,,
e7626918,بواط سقف م.م اصلي,,بواط,قطعة,,3.9,,,
17243793,دوايه تحويله,,دوايه تحويله,قطعة,,11,,,
a31bfdfd,لفه سلك 6 مللي فيتنام,,سلك فيتنام,قطعة,,2650,,,
eee1d7a5,كيس حزام بلاستيك,,كيس حزام بلاستيك,قطعة,,35,,,
b68efe6f,جرس داخل,,جرس داخل,قطعة,,35,,,
328b8b0a,علبه ماجيك مفرد الهندسيه,,علبه ماجيك,قطعة,,2.5,,,
e7d8b985,علبه ماجيك مجوز الهندسيه,,علبه ماجيك,قطعة,,8.5,,,
39e18fc6,شاسيه سانشي,,شاسيه سانشي,قطعة,,3,,,
78146ad7,بريزه مجوفه وانج,,وانج بانج,قطعة,,35,,,
37a5de4e,مفتاح خط احادي 25 فورا,,فورا,قطعة,,60,,,
8762ea21,لفه سلك 2 مللي سويدكس,,سلك سويدكس,قطعة,,1480,,,
c13a3434,لفه سلك 16 مللي المونيوم 500 متر,,سلك المونيوم,قطعة,,3350,,,
246295dc,لفه سلك المونيوم 25 مللي 500 متر,,سلك المونيوم,قطعة,,8350,,,
9cab11b8,لفه سلك المونيوم 35 مللي 500 متر,,سلك المونيوم,قطعة,,9650,,,
eefcde85,لفه سلك مجدول 1 مللي الاوربيه,,سلك مجدول,قطعة,,540,,,
7f954866,لفه سلك 16 مللي المونيوم سويدي,,سلك المونيوم,قطعة,,370,,,
b396d4fd,لفه سلك شيلد 100 متر ابيض,,شيلد ثري استار,قطعة,,245,,,
0ee00945,2m لفه سلك شيلد 50 متر اسود,,شيلد ثري استار,قطعة,,90,,,
f229d091,3 starلفه سلك شيلد 50 متر ابيض,,شيلد ثري استار,قطعة,,125,,,
,,,,,,,,,
dc6673ca,لفه سلك شيلد 30 متر ابيض,,شيلد ثري استار,قطعة,,70,,,
0f2183a0,لفه شيلد 30 متر ابيض,,شيلد ثري استار,قطعة,,70,,,
2e14656b,x man لفه شيلد 50 متر,,شيلد ثري استار,قطعة,,185,,,
cc0a7cb9,لفه شيلد 30 متر اسود,,شيلد ثري استار,قطعة,,58,,,
50aa798c,لفه سلك كاميرات 100 متر ثري استار,,شيلد ثري استار,قطعة,,600,,,
cc02432b,بكره سلك كاميرات 200 متر,,شيلد ثري استار,قطعة,,1200,,,
69b90c07,3 starبكره شيلد 250 متر ابيض,,شيلد ثري استار,قطعة,,1050,,,
dccd9906,3 starلفه سلك شيلد 50 متر اسود,,شيلد ثري استار,قطعة,,100,,,
