Product_Id P,Name P,Description P,Category P,Unit_Of_Measure P,Units_Per_Carton P,Initial_Purchase_Price,Default_Store P,Opening_Balance P,Action
cc479da4,لمبه ٤٥ وات لاكوست,,لمبات,قطعة,,58,,,
42c99115,لفه خرطوم سقف صغير سكري,,خرطوم سقف,قطعة,,190,,,
c1c6af0e,لوحه عداد النهار,,لوحات,قطعة,,115,,,
67ed3a44,متر سلك ٦ مللي سويدي,,سلك نحاس,قطعة,,35,,,
365f2603,حامل شاشه متحرك كبير مستورد,,حامل شاشه,قطعة,,270,,,
337a324f,لوحه ١٢ خط فينوس,,لوحات,قطعة,,1160,,,
e24797cb,لوحه ١٢ خط بلعمومي السويدي,,لوحات,قطعة,,1160,,,
58d6870d,لوحه ٦ خط اسمرت,,لوحات,قطعة,,190,,,
eff13296,لوحه ٦ خط فينوس,,لوحات,قطعة,,280,,,
d9d9d478,لفه سوسته 16 مللي ابيض النيل,,سوسته سقف,قطعة,,64,,,
0a48a25b,لفه سوسته 13 مللي رصاصي,,سوسته سقف,قطعة,,48,,,
ae045665,افيز 32 مللي البيت الهندسي,,بيت هندسي,قطعة,,2,,,
29733164,افيز 20 مللي بيت هندسي,,بيت هندسي,قطعة,,1.25,,,
f88187a2,كوع 20 مللي بيت هندسي,,بيت هندسي,قطعة,,2.75,,,
c547c789,كوع 25 مللي بيت هندسي,,بيت هندسي,قطعة,,3.25,,,
d23cf3d3,بواط 1 مخرج بيت هندسي,,بيت هندسي,قطعة,,2.5,,,
4d6ef9db,غطاء بواط 15.20 م.م,,غطاء بواط,قطعة,,4.5,,,
98e050d2,غطاء بواط 10.15 الفاروق,,غطاء بواط,قطعة,,9,,,
e36d2091,بواط 25 مللي 2 مخرج بيت هندسي,,بيت هندسي,قطعة,,4.5,,,
db1bcea1,بواط 20 مللي 2 مخرج بيت هندسي,,بيت هندسي,قطعة,,4,,,
c5b0631d,لفه سوسته 23 مللي م.م اصلي,,سوسته سقف,قطعة,,145,,,
e4dfd36a,صاعد صغير بلاستيك الفاروق,,صاعد بلاستيك,قطعة,,27,,,
ae63393a,صاعد كبير بلاستيك الفاروق,,صاعد بلاستيك,قطعة,,35,,,
14c7685f,لوحه 3 عداد الدكتور,,لوحات,قطعة,,195,,,
934eb530,لوحه 4 عداد الدكتور,,لوحات,قطعة,,195,,,
564f2b4b,لوحه 6 عداد الدكتور,,لوحات,قطعة,,265,,,
4149c7de,لوحه تحكم 40.60 باب اسمارت,,بواط صاج اسمارت,قطعة,,680,,,
2b55803f,لوحه تحكم 40.40,,لوحات,قطعة,,325,,,
23001b31,لوحه تحكم 50.70,,لوحات,قطعة,,720,,,
318375d8,صاعد3030 صاج,,صاعد صاج,قطعة,,135,,,
04382a52,صاعد 20.20 صاج,,صاعد صاج,قطعة,,85,,,
930b23b7,صاعد 30.40اسمارت,,صاعد صاج,قطعة,,245,,,
98615728,صاعد 30.30 اسمارت,,صاعد صاج,قطعة,,185,,,
5c2499ed,صاعد 30.40 اسمارت,,صاعد صاج,قطعة,,245,,,
8f2fa839,لوحه 3 عداد اسمارت,,لوحات,قطعة,,395,,,
d7b85dd6,لوحه 6 عداد اسمارت,,لوحات,قطعة,,650,,,
0a68ecc2,لوحه 4 عداد اسمارت,,لوحات,قطعة,,520,,,
d96ca4ed,لوحه 2 عداد اسمارت,,لوحات,قطعة,,285,,,
6bade90d,لوحه تحكم 30.60 اسمارت,,لوحات,قطعة,,320,,,
0d50c011,لوحه عداد بلخطوط النهار,,لوحات,قطعة,,145,,,
73f76043,بواط 30.60 باب,,بواط صاج اسمارت,قطعة,,360,,,
90069f44,لوحه 8 عداد اسمارت,,لوحات,قطعة,,750,,,
2c16590a,لوحه عداد بلعمومي,,لوحات,قطعة,,245,,,
a7e9b920,لوحه عداد 12 خط,,لوحات,قطعة,,350,,,
0994c5e1,لوحه مصنعه 3 عداد,,لوحات,قطعة,,575,,,
3ea3739f,لوحه مصنعه 2 عداد,,لوحات,قطعة,,475,,,
72e8c65f,لوحه 36 خط اسمارت,,لوحات,قطعة,,750,,,
9de8d10f,لوحه 36 خط بعداد 3 فاز,,لوحات,قطعة,,850,,,
1b193dd1,لوحه تحكم 60.80اسمارت,,لوحات,قطعة,,825,,,
cb57b3af,لوحه تحكم 40.120,,لوحات,قطعة,,650,,,
ea10468f,لفه خرطوم سقف٣٤٠٠ عاده,,خرطوم سقف,قطعة,,175,,,
13aa1cd6,لفه خرطوم سقف ٢٨٠٠ عاده,,خرطوم سقف,قطعة,,221,,,
5d82fe48,شوال خابور بلاستيك,,شوال خابور بلاستيك,قطعة,,1.5,,,
efb05f4e,بواط ٢٥ مللي ٤ مخرج بيت هندسي,,بيت هندسي,قطعة,,5,,,
28f29a50,بواط ٢٠ مللي ١ مخرج بيت هندسي,,بيت هندسي,قطعة,,3.5,,,
746a9343,بواط ٢٠ مللي ٢ مخرج بيت هندسي,,بيت هندسي,قطعة,,4.5,,,
99b289a0,جلبه ٢٥ مللي بيت هندسي,,بيت هندسي,قطعة,,2.5,,,
0b820494,جلبه ٢٠ مللي بيت هندسي,,بيت هندسي,قطعة,,2,,,
7f0ddb10,لفه خرطوم سقف ١٦ مللي ٩٠ متر باور م. م,,خرطوم سقف,قطعة,,550,,,
f1406250,لفه سوسته ١٣ مللي ٢٥ يناير,,سوسته سقف,قطعة,,75,,,
e22d67cb,لفه خرطوم سقف ٢٥ يناير وسط,,خرطوم سقف,قطعة,,350,,,
876fffa3,بسكوته,,بسكوته,قطعة,,1,,,
e5230e3b,لوحه اتصالات فينوس,,لوحات,قطعة,,1100,,,
e38ba224,لوحه ١٢ خط سيجا ام,,لوحات,قطعة,,580,,,
8afd662a,لوحه ١٢ خط بلعمومي اسمارت,,لوحات,قطعة,,700,,,
d1f53f4c,لوحه ١٢ خط بلعداد,,لوحات,قطعة,,165,,,
5b3047cd,لوحه ١٨ خط بلعداد اسمارت,,لوحات,قطعة,,1150,,,
38faff8c,لوحه ٣٦ خط بلعمومي,,لوحات,قطعة,,1050,,,
6a8c4d68,لوحه اتصالات اسمارت,,لوحات,قطعة,,650,,,
b2b7700b,لوحه ١٨ خط بلعداد ٣ فاز اسمارت,,لوحات,قطعة,,1100,,,
259f5ac5,فارغه العربي,,فارغه العربي,قطعة,,40,,,
3a5d9154,دورق خلاط ٦.١,,دورق خلاط,قطعة,,140,,,
076c5c58,كوره صغيره,,كوره اناره,قطعة,,70,,,
c7bd1927,اسبوط ٣٦ وات داخل جولدن,,اسبوط,قطعة,,90,,,
12cab5b8,غطا كولمان,,غطا كولمان,قطعة,,20,,,
93f5cd07,لوحه ٢٤ خط علاء الدين,,لوحات,قطعة,,240,,,
2122abea,لوحه ٢٤ خط اوشين,,لوحات,قطعة,,230,,,
082c2a4a,مفتاح خط امان ١٠ . ١٦.٢٥.٣٢,,مفتاح خط,قطعة,,50,,,
38a767bb,مفتاح خط ثنائي ٦٣ امبير امان,,مفتاح خط,قطعة,,108,,,
92182450,مفتاح خط ثلاثي ٦٣ امبير امان,,مفتاح خط,قطعة,,160,,,
84e9d12a,مفتاح خط احادي ٦٣ امبير امان,,مفتاح خط,قطعة,,53,,,
929c2747,مفتاح خط احادي ٤٠ امبير امان,,مفتاح خط,قطعة,,53,,,
3e40f700,قطعه دش معدل اوشين,,اوشين,قطعة,,8,,,
d7e25a0c,قطعه دفاتير اوشين,,اوشين,قطعة,,18,,,
f9fa0a5b,قطعه فوليم مروحه اوشين,,اوشين,قطعة,,160,,,
bd7651aa,بريزه ام كي اوشين,,اوشين,قطعة,,55,,,
a79ca8e5,ضاغط اوشين,,اوشين,قطعة,,25,,,
8e3f96c4,يو اس بي اوشين,,اوشين,قطعة,,185,,,
2c3c493c,مفتاح مجوز اوشين,,اوشين,قطعة,,43,,,
d90ffb7c,حساس حركه,,حساس حركه,قطعة,,185,,,
3d1cb357,قطعه تليفون اوشين,,اوشين,قطعة,,36,,,
fe3c7fab,ديجاتوري اوشين,,اوشين,قطعة,,42,,,
0443a124,قطعه سخان اوشين,,اوشين,قطعة,,65,,,
c97637cc,لفه شيلد 100 متر سوجو,,لفه شيلد,قطعة,,570,,,
a3a9e022,لفه شيلد 50 متر اسود,,شيلد,قطعة,,115,,,
6539fcd5,لفه شيلد 20 متر اسود,,شيلد,قطعة,,43,,,
db900caf,لفه شيلد 100 متر شفاف,,شيلد,قطعة,,380,,,
1bb80508,لفه شيلد 100 متر احمر,,شيلد,قطعة,,380,,,
24b2ce97,لفه شيلد 100 متر 64 شعرايه,,شيلد,قطعة,,345,,,
873bd5d0,لفه شيلد 100 متر 128 شعرايه,,شيلد,قطعة,,550,,,
8b9e9a5e,شاسيه ماجيك حديد,,قطع ماجيك,قطعة,,3,,,
508279b1,لفه سلك كاميرات 300 متر سفن استار,,لفه سلك كاميرات,قطعة,,1850,,,
013e3cd1,لفه شيلد 300 متر فورا,,لفه شيلد,قطعة,,1640,,,
dfa93e2f,بليه 6203,,بليه 6203,قطعة,,14,,,
ad276fa9,لفه شيلد 300 متراسود سفن استار,,شيلد,قطعة,,1150,,,
61f2daf9,مشترك 20 متر عضم سندباد,,مشترك,قطعة,,74,,,
769971d3,اب داون 2 لمبه,,اب داون,قطعة,,47,,,
b06e8d82,اب داون 4 لمبه,,اب داون,قطعة,,62,,,
7d3e1b9f,بكره بروفايل ابيض,,بكره بروفايل,قطعة,,95,,,
821dad97,بكره بروفايل وررم,,بكره بروفايل,قطعة,,95,,,
aad59067,مفتاح اسود فورا,,فورا,قطعة,,14.5,,,
53c4db88,وش بورسعيدي 1.2.3,,وش بورسعيدي,قطعة,,7,,,
59fc62bc,وش زهبي بورسعيدي,,وش بورسعيدي,قطعة,,7,,,
f6aaa0b8,شاسيه فورا,,فورا,قطعة,,7.7,,,
37ea0477,مفتاح فوليم مروحه اسود فورا,,فورا,قطعة,,141,,,
ca486979,مفتاح فوليم مروحه ابيض فورا,,فورا,قطعة,,141,,,
866bfdb4,بريزه نت اسود فورا,,فورا,قطعة,,73.5,,,
2a558186,بريزه نت ابيض فورا,,فورا,قطعة,,73.5,,,
463de1b2,ديجاتوري ابيض فورا,,فورا,قطعة,,70,,,
59c944c6,مفتاح بلمبه ماجيك,,قطع ماجيك,قطعة,,15.5,,,
8fcf72fa,ضاغط ماجيك,,قطع ماجيك,قطعة,,15.5,,,
658f420a,شاحن رسيفر,,شاحن رسيفر,قطعة,,34,,,
a8358b7d,سكينه 2.100 امبير بيرو,,مفتاح خط,قطعة,,260,,,
242611a1,دوايه بكتوني الوسام,,دوايه بكتوني,قطعة,,9,,,
912fb92f,سكينه 2.63 امبير كابتل,,مفتاح خط,قطعة,,180,,,
c34f0176,مفتاح 2 فاز خارج 26 امبير,,مفتاح خط,قطعة,,95,,,
e449c1c1,دوايه بكتوني ديوان,,دوايه بكتوني,قطعة,,4.5,,,
a287fbee,بريزه خارج ديوان,,بريزه خارج,قطعة,,5,,,
e08c9c97,لمبه 9 وات ايطالي,,لمبات,قطعة,,17,,,
b950efd6,لمبه 9 وات الترا,,لمبات,قطعة,,21,,,
b2357963,كرتونه ماجيك مفرد سندباد,,علبه ماجيك,قطعة,,620,,,
0e880cfc,كرتونه علبه ماجيك مجوز سندباد,,علبه ماجيك,قطعة,,480,,,
d325bffb,كلوب عين بقره مدور,,كلوب عين بقره,قطعة,,110,,,
6efbbbaa,لوحه 9 خط باور,,لوحات,قطعة,,175,,,
a0114ef7,لمبه 9 وات حياه,,لمبات,قطعة,,9.25,,,
c5add4ea,لمبه 9 وات لاكوست,,لمبات,قطعة,,23,,,
ae20566d,لمبه 12 وات ايطالي,,لمبات,قطعة,,24,,,
f4830307,لمبه 35 وات براميدز,,لمبات,قطعة,,27,,,
b93432b7,لمبه 35 وات ريمونتدا,,لمبات,قطعة,,27,,,
041a5fd4,لمبه 45 وات براميدز,,لمبات,قطعة,,67,,,
939e5ea2,لمبه 45 وات لاكوست,,لمبات,قطعة,,58,,,
d3be5309,لمبه 65 وات براميدز,,لمبات,قطعة,,58,,,
fa1f7f69,لمبه 65 وات ريمونتدا,,لمبات,قطعة,,98,,,
4b90184f,لفه سلك 1 ونص مللي سويدكس,,سلك سويدكس,قطعة,,460,,,
9f624ae6,لفه سلك 2 مللي سودكس,,سلك سويدكس,قطعة,,650,,,
8686a8cf,لفه سلك 6 مللي سوديكس,,سلك سويدكس,قطعة,,2200,,,
3bddbf82,لفه سلك 3 مللي سويدكس,,سلك سويدكس,قطعة,,1350,,,
fc805ac0,لفه سلك 4 مللي سويدكس,,سلك سويدكس,قطعة,,1160,,,
b4a0fbf5,لفه سلك ترمو 1 مللي الدلتا,,سلك ترمو,قطعة,,732,,,
de83de8b,لفه سلك مجدول 1 مللي الدلتا,,سلك مجدول,قطعة,,660,,,
ee0e46b4,لفه نص مللي مجدول الدلتا,,سلك مجدول,قطعة,,360,,,
67cd139e,لفه سلك 16 مللي انتومنيوم,,سلك انتومنيوم,قطعة,,370,,,
b1ed71df,لفه سلك ترمو 2 مللي شعبي,,سلك ترمو,قطعة,,420,,,
e7b2421f,لفه سلك 35 مللي المونيوم المصريه,,سلك المونيوم,قطعة,,3100,,,
b2910b27,لفه سلك 25 مللي المونيوم المصريه,,سلك المونيوم,قطعة,,2450,,,
0370a105,لفه سلك 35 مللي المونيوم سويدي,,سلك المونيوم,قطعة,,1150,,,
d4cf31c9,لفه سلك 35 مللي المونيوم سويدكس,,سلك سودكس,قطعة,,1150,,,
77ef5782,لفه سلك 25 مللي المونيوم سويدكس,,سلك المونيوم,قطعة,,550,,,
2ecb2ea1,لفه سلك 16 مللي 100المونيوم,,سلك المونيوم,قطعة,,950,,,
520c4671,لفه سلك 2.3 ترمو مورا,,سلك ترمو,قطعة,,1650,,,
a2d98e1c,لفه سلك 2 مللي ترمو الاوربيه,,سلك ترمو,قطعة,,1340,,,
2bcbbda9,لفه سلك 2.4 ترمو الاوربيه,,سلك ترمو,قطعة,,3400,,,
17ff4fa8,لفه سلك 1 مللي مجدول شعبي,,سلك مجدول,قطعة,,130,,,
1aa70933,لمبه 120 سم ليد بولكس,,لمبه 120 سم,قطعة,,52,,,
7a2146ab,اسبوط 48 وات داخل ابيض براميدز,,اسبوط,قطعة,,135,,,
ecb3e64c,اسبوط 55 وات خارج 3 حركه,,اسبوط,قطعة,,245,,,
59c25868,اسبوط 3+3 براميدز,,اسبوط,قطعة,,20,,,
13aab313,اسبوط 26 وات 3 حركه فبرو,,اسبوط,قطعة,,135,,,
a48bece1,اسبوط 6 وات 3 حركه باطار,,اسبوط,قطعة,,20,,,
bd5c8bdb,اسبوط 18 وات ايطالي,,اسبوط,قطعة,,34,,,
c07d90e2,علبه 3 خط خارج اناره,,علبه خارج,قطعة,,9.5,,,
77a2b6de,اسبوط 36 وات داخل برايمدز,,اسبوط,قطعة,,115,,,
cf9f6bce,علبه خارج سندباد,,علبه خارج,قطعة,,4.7,,,
0171f0d5,اسبوط 24 وات خارج الترا,,اسبوط,قطعة,,145,,,
bc8d1b53,بواط 10.15 الفاروق,,بواط,قطعة,,11,,,
ba4c163a,كلوب عين بقره مستطيل,,كلوب عين بقره,قطعة,,65,,,
acda3005,لفه سلك 4 مللي سويدي,,سلك نحاس السويدي,قطعة,,1160,,,
0f5d1d0a,اسبوط داخل 3 حركه سي يو بي,,اسبوط,قطعة,,110,,,
e1b5ded6,لمبه كراويه كامري وررم,,لمبات,قطعة,,7,,,
4b3346ed,لمبه بلحه بيرو,,لمبات,قطعة,,7,,,
cedeebf4,اسبوط داخل 36 وات ابيض,,اسبوط,قطعة,,110,,,
025160b0,لمبه كاسه 3 حركه براميدز,,لمبات,قطعة,,16,,,
22d3bdff,وش بيج . ابيض باطار فورا,,فورا,قطعة,,14.5,,,
91c264b6,وش ابيض فورا,,فورا,قطعة,,8.75,,,
17e8e3b4,وش بيج فورا,,فورا,قطعة,,96,,,
86c02097,لفه سلك نت 300 متر ايطالي,,سلك نت,قطعة,,1150,,,
3a479b03,لفه سلك نت 300 متر فورا,,سلك نت,قطعة,,1620,,,
6b5b91f5,رسيفرسفن ستار,,رسيفر,قطعة,,450,,,
238f3478,لوحه اتصالات انرجي,,لوحه اتصالات,قطعة,,675,,,
1bb2ebf6,م + ب ماجيك,,قطع ماجيك,قطعة,,9.5,,,
c1969f93,لمبه وررم كراويه بيرو,,لمبات,قطعة,,12,,,
c988cc6c,لمبه بلحه ابيض بيرو,,لمبات,قطعة,,6,,,
38c492ab,لمبه سهاره الوان بيرو,,لمبات,قطعة,,6,,,
edfc6bcd,لمبه كراويه ابيض لوتس,,لمبات,قطعة,,6,,,
07b2bff7,لمبه بلحه وررم بيرو,,لمبات,قطعة,,6,,,
0c59a524,سماعه كبيره اكسلنت,,سماعات,قطعة,,185,,,
c92201d7,مفتاح بلدي اليوس,,اليوس,قطعة,,14.5,,,
85b74c16,بريزه بلدي اليوس,,اليوس,قطعة,,14.5,,,
96c262fe,مشترك خماسي لاكوست,,مشترك,قطعة,,3.4,,,
cac21c07,مفاتحين بلدي بلبريزه اليوس,,اليوس,قطعة,,24,,,
32d3795a,مفتاح بلدي ثلاثي اليوس,,اليوس,قطعة,,24,,,
bfce5f26,مفتاح 100 امبير مولدن فورا,,فورا,قطعة,,1345,,,
e619bf8b,سماعه صغيره 7 سنتي فور لايت,,سماعات,قطعة,,145,,,
e56329b5,مفتاح اشاره كابتل,,مفتاح خط,قطعة,,9,,,
518f60b4,فيشه نتايه عاده فورا,,فيشه,قطعة,,14.5,,,
9ad98d8e,مفتاح 100 ثنائي فورا,,مفتاح خط,قطعة,,1340,,,
859dd72c,اسبوط حوض وش فور لايت,,اسبوط,قطعة,,90,,,
13bfefb8,تراك اسود كول فور لايت,,تراك,قطعة,,135,,,
faabce79,مفتاح 63 امبير ثنائي فورا,,مفتاح خط,قطعة,,188,,,
6371eaec,باره اوميجا,,باره اوميجا,قطعة,,45,,,
1001e2a8,كشاف 200 وات هيمي,,كشاف,قطعة,,1150,,,
e1f882a1,كشاف 150 وات هيمي,,كشاف,قطعة,,1050,,,
ec3567f6,كشاف 50 وات ايطالي,,كشاف,قطعة,,260,,,
f2e22025,مفتاح خط مشكل براميدز,,مفتاح خط,قطعة,,50,,,
0afc0b5a,مفتاح خط 20 امبير فورا,,مفتاح خط,قطعة,,65,,,
4a0530b7,مفتاح خط احادي 63 امبير فورا,,مفتاح خط,قطعة,,78,,,
c8b9ebf7,كشاف 50 وات بيرو,,كشاف,قطعة,,190,,,
3b6a6bff,فيشه قوه هيرو,,فيشه,قطعة,,14,,,
4357b9cd,مفتاح 63 امبير ثلاثي براميدز,,مفتاح خط,قطعة,,160,,,
4544e0c0,عدسه 4 مخرج ثري استار,,عدسات,قطعة,,160,,,
38589f46,فيشه دكر فور لايت,,فيشه,قطعة,,14,,,
ea8e9357,اسبوط عين كتكوت سفن,,عين كتكوت,قطعة,,28,,,
c35c0fd0,بريزه بلغطاء هيرو,,هيرو,قطعة,,24,,,
bf2381d0,بريزه مجوفه هيمي,,هيمي,قطعة,,14,,,
21551ad0,اسبوط عين جمل,,اسبوط عين جمل,قطعة,,27,,,
30fe7d91,فيشه دكر عاده,,فيشه,قطعة,,3.9,,,
093db032,مفتاح تكييف براميدز,,براميدز,قطعة,,90,,,
2a714b9d,وش فينوس الوان,,فينوس,قطعة,,8.5,,,
43487c70,باره نحاس,,باره نحاس,قطعة,,40,,,
6b1e371d,باره نحاس 3 فاز,,باره نحاس,قطعة,,85,,,
d632756c,لمبه تلاجه,,لمبه تلاجه,قطعة,,9,,,
7ccd7380,شاسيه سانشي,,سانشي,قطعة,,3.5,,,
bcf72006,فيشه دكر قوه كاوتشه,,فيشه,قطعة,,14,,,
3b0d1e37,وش اسود سانشي,,سانشي,قطعة,,4.5,,,
323ae98a,سداده وانج بانج,,وانج بانج,قطعة,,2,,,
9ad288e2,لفه سلك 1 ونص فيتنام,,سلك فيتنام,قطعة,,625,,,
0d7a602f,لفه سلك 2 مللي فيتنام,,سلك فيتنام,قطعة,,825,,,
210b2ecb,دوايه بلسلك,,دوايه بلسلك,قطعة,,7,,,
9448a6be,فيشه واير ليس فراشه,,فيشه,قطعة,,14,,,
99076324,وصله 3.3 شفاف,,وصله,قطعة,,12.5,,,
8fa1098b,لفه سلك تليفون سويدي,,سلك تليفون,قطعة,,215,,,
faed1ac0,وصله 3.1,,وصله,قطعة,,12,,,
fa15829f,لفه سلك سماعه 1 مللي الاخلاص,,سلك سماعه,قطعة,,230,,,
f192bfb1,لفه سلك نص مللي سماعه,,سلك سماعه,قطعة,,240,,,
1483262b,لفه سلك 16 مللي نحاس سويدي,,سلك نحاس السويدي,قطعة,,7800,,,
a92bf206,لفه سلك 16 مللي نحاس السويدي رامي,,سلك سويدي,قطعة,,6200,,,
2fc439e2,لفه سلك 1 ونص مللي فيلبس,,سلك فيلبس,قطعة,,800,,,
8211eaa5,لفه سلك 2 مللي فيلبس,,سلك فيلبس,قطعة,,1100,,,
9fbd60e9,لفه سلك 3 مللي فيلبس,,سلك فيلبس,قطعة,,1600,,,
8733a3fa,لفه سلك 4 مللي فيلبس,,سلك فيلبس,قطعة,,2100,,,
1cd6e37a,لفه سلك 6 مللي فيلبس,,سلك فيلبس,قطعة,,3100,,,
b7bc61c3,دوايه اسود  الوسام,,دوايه الوسام,قطعة,,7,,,
a578432a,باكو شريط لحام صغير هيمي,,شريط لحام صغير,قطعة,,75,,,
e9ec3963,باكو شريط لحام كبير سويدي,,شريط لحام كبير,قطعة,,180,,,
54bd39c3,حامل شاشه كبير تقيل,,حامل شاشه,قطعة,,78,,,
4f07414c,حامل شاشه صغير تقيل,,حامل شاشه,قطعة,,48,,,
64784853,لفه سلك 2 مللي السويدي هلال,,سلك نحاس السويدي,قطعة,,1250,,,
1697e8ab,وش ابيض فينوس,,فينوس,قطعة,,8.5,,,
95cfbb14,مفتاح فينوس 2 وجه,,فينوس,قطعة,,21,,,
2ae48671,مشترك 10 متر شعبي,,مشترك,قطعة,,33,,,
5483224b,شاسيه اسبوط مجوز امان,,شاسيه اسبوط,قطعة,,28,,,
cf41bd63,شاسيه اسبوط مدور اسود امان,,شاسيه اسبوط,قطعة,,10.5,,,
542bfeaf,ترانز 100 وات براميدز,,ترنز ليد,قطعة,,105,,,
0a0102cc,شاسيه اسبوط مدور ابيض امان,,شاسيه اسبوط,قطعة,,105,,,
a3e2f774,ترنز 200 وات الترا,,ترنز ليد,قطعة,,160,,,
7fb117c5,شاسيه اسبوط مربع ابيض امان,,شاسيه اسبوط,قطعة,,10.5,,,
ca8b1579,علبه كلابس 10 مللي,,علبه كلابس,قطعة,,16,,,
726d710b,كوسه 70 مللي نحاس,,كوسه نحاس,قطعة,,45,,,
3cc7b4b9,كوسه 70 مللي المونيم,,كوسه المونيوم,قطعة,,20,,,
2626ca0f,كوسه 50 مللي نحاس,,كوسه نحاس,قطعة,,40,,,
b17b3e46,كوسه 35 مللي نحاس,,كوسه نحاس,قطعة,,35,,,
cd68fd2c,كوسه 95 مللي نحاس,,كوسه نحاس,قطعة,,65,,,
0e1a2089,كوسه 16 مللي المونيوم,,كوسه المونيوم,قطعة,,7,,,
cd4c152b,وصله 50 مللي نحاس,,وصله نحاس,قطعة,,30,,,
5ab4e582,وصله 95 مللي نحاس,,وصله نحاس,قطعة,,35,,,
7120b942,وصله 120 مللي نحاس,,وصله نحاس,قطعة,,40,,,
34dfe629,وصله 70 مللي نحاس,,وصله نحاس,قطعة,,45,,,
0a42a1d9,وصله 35 مللي نحاس,,وصله نحاس,قطعة,,35,,,
fe1e53b6,كوسه 25 مللي المونيوم,,كوسه المونيوم,قطعة,,12,,,
6999b8ab,كوسه 240 مللي نحاس,,كوسه نحاس,قطعة,,135,,,
427220a8,كوسه 300 مللي نحاس,,كوسه نحاس,قطعة,,150,,,
c754feb4,كوسه 85 مللي نحاس,,كوسه نحاس,قطعة,,55,,,
765b8bb9,كوسه 120 مللي نحاس,,كوسه نحاس,قطعة,,75,,,
34f32ab5,كوسه 16 مللي نحاس,,كوسه نحاس,قطعة,,18,,,
65d37d96,كوسه 25 مللي نحاس,,كوسه نحاس,قطعة,,45,,,
b7b35a90,وصله 25 مللي المونيوم,,وصله المونيوم,قطعة,,15,,,
77382ce4,افيز انبوبه,,افيز انبوبه,قطعة,,1,,,
1d029ed8,ماسوره ٢٥ مللي بيت هندسي,,بيت هندسي,قطعة,,34,,,
d7a63cb6,ماسوره ٢٠ مللي بيت هندسي,,بيت هندسي,قطعة,,27,,,
44d253aa,ماسوره ٢٠ مللي م. م,,بيت هندسي,قطعة,,35,,,
5b762190,ماسوره ٢٥ مللي م. م,,بيت هندسي,قطعة,,38,,,
1d72fa31,ماسوره ١٦ مللي ٢٥ يناير,,بيت هندسي,قطعة,,27,,,
463f3832,ماسوره ٢٠ مللي ٢٥ يناير,,بيت هندسي,قطعة,,29,,,
5184540e,ماسوره ٢٥ مللي ٢٥ يناير,,بيت هندسي,قطعة,,28,,,
ac0e5263,ماسوره ٤٠ مللي ٢٥ يناير,,بيت هندسي,قطعة,,75,,,
551c808f,ماسوره ٥٠ مللي ٢٥ يناير,,بيت هندسي,قطعة,,85,,,
36798cde,عود بروفايل داخل ١.٧,,عود بروفايل داخل,قطعة,,74,,,
778594fc,عود بروفايل داخل ٢.٣,,عود بروفايل داخل,قطعة,,93,,,
f356bca3,مسطره تراك ٢ متر ابيض,,مسطره تراك,قطعة,,70,,,
e0943126,مسطره تراك ١ متر ابيض,,مسطره تراك,قطعة,,35,,,
cf347727,مسطره تراك ٢ متر اسود,,مسطره تراك,قطعة,,70,,,
80aae290,عود ضج ٢.٤,,عود ضج,قطعة,,123,,,
f0808e9a,عود ضج ٢.١٠,,عود ضج,قطعة,,150,,,
25ae6c8e,عود ضج ٢.٢,,عود ضج,قطعة,,21,,,
c9c06c74,عود ضج ٢.٦,,عود ضج,قطعة,,35,,,
2c592707,عود ضج مفرغ ٢.٢,,عود ضج,قطعة,,60,,,
1cc8f534,مفتاح مجوز مورليت,,مورليت,قطعة,,88,,,
c76e80a3,مفتاح تكييف 45 مورليت,,مورليت,قطعة,,373,,,
313a44a5,ضاغط جرس عريض مورليت,,مورليت,قطعة,,68,,,
08a1086c,مفتاح سخان 20 مورليت,,مورليت,قطعة,,133,,,
109f310f,بريزه ام كي مورليت,,مورليت,قطعة,,98,,,
34b12654,بريزه دش مورليت,,مورليت,قطعة,,38,,,
a561f957,ضاغط جرس مفرد مورليت,,مورليت,قطعة,,56,,,
d1590a2c,سداده مورليت,,مورليت,قطعة,,10.5,,,
ab4c50b8,قطعه ديجاتوري مورليت,,مورليت,قطعة,,113,,,
aa16cc50,زنان مورليت,,مورليت,قطعة,,273,,,
b00d838c,قطعه يو اس بي مورليت,,مورليت,قطعة,,403,,,
4366e0ef,مفتاح دفاتير مورليت,,مورليت,قطعة,,53,,,
e1a0d261,بريزه مجوفه مورليت,,مورليت,قطعة,,98,,,
1181d951,قطعه تليفون مورليت,,مورليت,قطعة,,73,,,
6ce278b6,فوليم مروحه مورليت,,مورليت,قطعة,,233,,,
f6dddb47,قطعه نت مورليت,,مورليت,قطعة,,118,,,
beb43332,مفتاح مورليت,,مورليت,قطعة,,39,,,
64ea54a9,شاسيه مورليت,,مورليت,قطعة,,19.5,,,
ee316fa2,وش اكلارك الوان مورليت,,مورليت,قطعة,,70,,,
f259559b,وش ثري دي مورليت,,مورليت,قطعة,,44,,,
7abe249a,مفتاح مجوز عريض ميجا,,ميجا,قطعة,,46.5,,,
bbc64b04,ضاغط جرس عريض ميجا,,ميجا,قطعة,,31,,,
dafc0852,قطعه تليفون ميجا,,ميجا,قطعة,,46,,,
c0ccb981,بريزه ام كي ميجا,,ميجا,قطعة,,67,,,
68831d98,بريزه قوه ميجا,,ميجا,قطعة,,53,,,
